id,slug,title,parent_id,classified_type,has_h5p,has_audio,toggle_count,divi_modules_used,notes
3654,cirurgia-geral-medvoice,Cirurgia Geral Medvoice,2985,text-lesson,0,0,24,"column,heading,row,section,toggle",
7630,cirurgia-pediatrica-simulados,Cirurgia Pediátrica Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4347,climaterio-simulados,Climatério Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4240,colecistite-simulados,Colecistite Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4495,convulsao-febril-simulados,Convulsão Febril Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3890,crise-hipertensiva-simulados,Crise Hipertensiva Simulados,3842,text-lesson,0,0,2,"column,heading,row,section,toggle",
4401,declaracao-de-obito-simulados,Declaração de Óbito Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3704,dermatologia-audiocards,Dermatologia Audiocards,3690,text-lesson,0,0,6,"column,heading,row,section,toggle",
3611,dermatologia-medvoice,Dermatologia Medvoice,2985,text-lesson,0,0,6,"column,heading,row,section,toggle",
4140,derrame-pleural-simulados,Derrame Pleural Simulados,3872,text-lesson,0,0,2,"column,heading,row,section,toggle",
4498,desnutricao-e-obesidade-na-infancia-simulados,Desnutrição e Obesidade na Infância Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4436,diabetes-da-gestacao-simulados,Diabetes da Gestação Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3956,diabetes-simulados,Diabetes Simulados,3849,text-lesson,0,0,2,"column,heading,row,section,toggle",
4501,diarreia-e-desidratacao-simulados,Diarreia e Desidratação Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4560,discursivas-simulados,Discursivas Simulados,219,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
3917,dislipidemias-simulados,Dislipidemias Simulados,3842,text-lesson,0,0,2,"column,heading,row,section,toggle",
4350,distopias-genitais-simulados,Distopias Genitais Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4009,disturbio-da-hemostasia-primaria-simulados,Distúrbio da Hemostasia Primária Simulados,3855,text-lesson,0,0,2,"column,heading,row,section,toggle",
4012,disturbio-da-hemostasia-secundaria-simulados,Distúrbio da Hemostasia Secundária Simulados,3855,text-lesson,0,0,2,"column,heading,row,section,toggle",
4353,disturbio-do-desenvolvimento-sexual-simulados,Distúrbio do Desenvolvimento Sexual Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4504,disturbios-do-crescimento-e-desenvolvimento-simulados,Distúrbios do Crescimento e Desenvolvimento Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4244,diverticulite-simulados,Diverticulite Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4111,doenca-de-parkinson-simulados,Doença de Parkinson Simulados,3869,text-lesson,0,0,2,"column,heading,row,section,toggle",
3981,doenca-do-refluxo-gastroesofagico-simulados,Doença do Refluxo Gastroesofágico Simulados,3852,text-lesson,0,0,2,"column,heading,row,section,toggle",
4356,doenca-inflamatoria-pelvica-simulados,Doença Inflamatória Pélvica Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4078,doenca-renal-cronica-simulados,Doença Renal Crônica Simulados,3865,text-lesson,0,0,2,"column,heading,row,section,toggle",
4360,doencas-benignas-da-mama-simulados,Doenças Benignas da Mama Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4363,doencas-benignas-do-utero-simulados,Doenças Benignas do Útero Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3959,doencas-das-adrenais-simulados,Doenças das Adrenais Simulados,3849,text-lesson,0,0,2,"column,heading,row,section,toggle",
3962,doencas-das-paratireoides-simulados,Doenças das Paratireoides Simulados,3849,text-lesson,0,0,2,"column,heading,row,section,toggle",
3921,doencas-eczematosas-simulados,Doenças Eczematosas Simulados,3846,text-lesson,0,0,2,"column,heading,row,section,toggle",
3924,doencas-eritematodescamativas-simulados,Doenças Eritematodescamativas Simulados,3846,text-lesson,0,0,2,"column,heading,row,section,toggle",
4247,doencas-hepatobiliares-simulados,Doenças Hepatobiliares Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3984,doencas-inflamatorias-intestinais-simulados,Doenças Inflamatórias Intestinais Simulados,3852,text-lesson,0,0,2,"column,heading,row,section,toggle",
4250,doencas-orificiais-simulados,Doenças Orificiais Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4366,doencas-ovarianas-simulados,Doenças Ovarianas Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4146,dpoc-simulados,DPOC Simulados,3872,text-lesson,0,0,2,"column,heading,row,section,toggle",
4158,efeitos-do-alcool-e-abstinencia-simulados,Efeitos do Álcool e Abstinência Simulados,3876,text-lesson,0,0,2,"column,heading,row,section,toggle",
3708,emergencia-audiocards,Emergência Audiocards,3690,text-lesson,0,0,5,"column,heading,row,section,toggle",
3615,emergencia-medvoice,Emergência Medvoice,2985,text-lesson,0,0,5,"column,heading,row,section,toggle",
4161,emergencias-psiquiatricas-simulados,Emergências Psiquiátricas Simulados,3876,text-lesson,0,0,2,"column,heading,row,section,toggle",
3711,endocrinologia-audiocards,Endocrinologia Audiocards,3690,text-lesson,0,0,7,"column,heading,row,section,toggle",
3619,endocrinologia-medvoice,Endocrinologia Medvoice,2985,text-lesson,0,0,6,"column,heading,row,section,toggle",
4369,endometriose-simulados,Endometriose Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4507,estenose-hipertrofica-do-piloro-simulados,Estenose Hipertrófica do Piloro Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4404,etica-medica-simulados,Ética Médica Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4510,faringoamigdalite-estreptococica-simulados,Faringoamigdalite Estreptocócica Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3927,farmacodermias-simulados,Farmacodermias Simulados,3846,text-lesson,0,0,2,"column,heading,row,section,toggle",
4187,febre-reumatica-simulados,Febre Reumática Simulados,3879,text-lesson,0,0,2,"column,heading,row,section,toggle",
4190,fibromialgia-simulados,Fibromialgia Simulados,3879,text-lesson,0,0,2,"column,heading,row,section,toggle",
3767,flashcards,FlashCards,174,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
2792,formula-medhelp,Fórmula MedHelp,174,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
3714,gastroenterologia-audiocards,Gastroenterologia Audiocards,3690,text-lesson,0,0,6,"column,heading,row,section,toggle",
3622,gastroenterologia-medvoice,Gastroenterologia Medvoice,2985,text-lesson,0,0,5,"column,heading,row,section,toggle",
4443,gestacao-ectopica-simulados,Gestação Ectópica Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3744,ginecologia-audiocards,Ginecologia Audiocards,3690,text-lesson,0,0,18,"column,heading,row,section,toggle",
3661,ginecologia-medvoice,Ginecologia Medvoice,2985,text-lesson,0,0,18,"column,heading,row,section,toggle",
4036,hanseniase-simulados,Hanseníase Simulados,3862,text-lesson,0,0,2,"column,heading,row,section,toggle",
3717,hematologia-audiocards,Hematologia Audiocards,3690,text-lesson,0,0,9,"column,heading,row,section,toggle",
3626,hematologia-medvoice,Hematologia Medvoice,2985,text-lesson,0,0,8,"column,heading,row,section,toggle",
4259,hemorragia-digestiva-simulados,Hemorragia Digestiva Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3987,hepatites-virais-simulados,Hepatites Virais Simulados,3852,text-lesson,0,0,2,"column,heading,row,section,toggle",
4264,hernias-simulados,Hérnias Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3896,hipertensao-arterial-simulados,Hipertensão Arterial Simulados,3842,text-lesson,0,0,2,"column,heading,row,section,toggle",
4117,hipertensao-intracraniana-simulados,Hipertensão Intracraniana Simulados,3869,text-lesson,0,0,2,"column,heading,row,section,toggle",
3965,hipotireoidismo-simulados,Hipotireoidismo Simulados,3849,text-lesson,0,0,2,"column,heading,row,section,toggle",
4039,hiv-simulados,HIV Simulados,3862,text-lesson,0,0,2,"column,heading,row,section,toggle",
4372,hpv-e-cancer-de-colo-simulados,HPV e Câncer de Colo  Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4513,ictericia-neonatal-simulados,Icterícia neonatal Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4517,imunizacoes-simulados,Imunizações Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4407,indicadores-de-saude-simulados,Indicadores de Saúde Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4042,infeccao-do-trato-urinario-simulados,Infecção do Trato Urinário Simulados,3862,text-lesson,0,0,2,"column,heading,row,section,toggle",
4446,infeccao-urinaria-na-gestacao-simulados,Infecção Urinária na Gestação Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4120,infeccoes-neurologicas-simulados,Infecções Neurológicas Simulados,3869,text-lesson,0,0,2,"column,heading,row,section,toggle",
3720,infectologia-audiocards,Infectologia Audiocards,3690,text-lesson,0,0,16,"column,heading,row,section,toggle",
3631,infectologia-medvoice,Infectologia Medvoice,2985,text-lesson,0,0,8,"column,heading,row,section,toggle",
4081,injuria-renal-aguda-simulados,Injúria Renal Aguda Simulados,3865,text-lesson,0,0,2,"column,heading,row,section,toggle",
671,insuficiencia-cardiaca,Insuficiência Cardíaca,1560,text-lesson,0,0,2,"column,heading,row,section,toggle",
3948,intoxicacoes-exogenas-simulados,Intoxicações Exógenas Simulados,3859,text-lesson,0,0,2,"column,heading,row,section,toggle",
4520,invaginacao-intestinal-em-lactente-simulados,Invaginação Intestinal em Lactente Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4449,isoimunizacao-rh-simulados,Isoimunização RH Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4523,laringite-viral-crupe-simulados,Laringite Viral (crupe) Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4050,leptospirose-simulados,Leptospirose Simulados,3862,text-lesson,0,0,2,"column,heading,row,section,toggle",
4018,linfomas-simulados,Linfomas Simulados,3855,text-lesson,0,0,2,"column,heading,row,section,toggle",
4197,lupus-simulados,Lupus Simulados,3879,text-lesson,0,0,2,"column,heading,row,section,toggle",
4527,malformacoes-congenitas-simulados,Malformações Congênitas Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4531,maus-tratos-e-prevencoes-de-acidentes-na-infancia-simulados,Maus Tratos e Prevenções de Acidentes na Infância Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4453,mecanismo-de-parto-simulados,Mecanismo de Parto Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4411,medicina-do-trabalho-simulados,Medicina do Trabalho Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
2985,medvoice,MedVoice,174,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
4313,memorecards,MemoreCards,3018,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
3930,micoses-simulados,Micoses Simulados,3846,text-lesson,0,0,2,"column,heading,row,section,toggle",
4021,mieloma-multiplo-simulados,Mieloma Múltiplo Simulados,3855,text-lesson,0,0,2,"column,heading,row,section,toggle",
4056,mononucleose-simulados,Mononucleose Simulados,3862,text-lesson,0,0,2,"column,heading,row,section,toggle",
3725,nefrologia-audiocards,Nefrologia Audiocards,3690,text-lesson,0,0,5,"column,heading,row,section,toggle",
3635,nefrologia-medvoice,Nefrologia Medvoice,2985,text-lesson,0,0,3,"column,heading,row,section,toggle",
3933,neoplasias-em-dermatologia-simulados,Neoplasias em Dermatologia Simulados,3846,text-lesson,0,0,2,"column,heading,row,section,toggle",
3728,neurologia-audiocards,Neurologia Audiocards,3690,text-lesson,0,0,11,"column,heading,row,section,toggle",
3640,neurologia-medvoice,Neurologia Medvoice,2985,text-lesson,0,0,7,"column,heading,row,section,toggle",
4149,nodulo-e-cancer-de-pulmao-simulados,Nódulo e Câncer de Pulmão Simulados,3872,text-lesson,0,0,2,"column,heading,row,section,toggle",
3968,nodulo-e-cancer-de-tireoide-simulados,Nódulo e Câncer de Tireoide Simulados,3849,text-lesson,0,0,2,"column,heading,row,section,toggle",
261,objetivas-comentadas,Objetivas Comentadas,219,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
3836,objetivas-simulados,Objetivas Simulados,219,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
3747,obstetricia-audiocards,Obstetrícia Audiocards,3690,text-lesson,0,0,17,"column,heading,row,section,toggle",
3673,obstetricia-medvoice,Obstetrícia Medvoice,2985,text-lesson,0,0,16,"column,heading,row,section,toggle",
3971,osteoporose-simulados,Osteoporose Simulados,3849,text-lesson,0,0,2,"column,heading,row,section,toggle",
4267,pancreatite-simulados,Pancreatite Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3937,parasitoses-cutaneas-simulados,Parasitoses Cutâneas Simulados,3846,text-lesson,0,0,2,"column,heading,row,section,toggle",
4059,parasitoses-intestinais-simulados,Parasitoses Intestinais Simulados,3862,text-lesson,0,0,2,"column,heading,row,section,toggle",
4123,patologias-da-coluna-vertebral-simulados,Patologias da Coluna Vertebral Simulados,3869,text-lesson,0,0,2,"column,heading,row,section,toggle",
4376,patologias-da-vulva-simulados,Patologias da Vulva Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3750,pediatria-audiocards,Pediatria Audiocards,3690,text-lesson,0,0,24,"column,heading,row,section,toggle",
3678,pediatria-medvoice,Pediatria Medvoice,2985,text-lesson,0,0,25,"column,heading,row,section,toggle",mixed-toggle-types:1link+24prose
4270,perioperatorio-simulados,Perioperatório Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4379,planejamento-familiar-simulados,Planejamento Familiar Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3731,pneumologia-audiocards,Pneumologia Audiocards,3690,text-lesson,0,0,8,"column,heading,row,section,toggle",
3643,pneumologia-medvoice,Pneumologia Medvoice,2985,text-lesson,0,0,6,"column,heading,row,section,toggle",mixed-toggle-types:1link+5prose
9570,pneumonoa-simulados,Pneumonia Simulados,3872,text-lesson,0,0,2,"column,heading,row,section,toggle",
4457,prematuridade-simulados,Prematuridade Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4414,processo-saude-doenca-simulados,Processo Saúde – Doença Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
268,provas,Provas,219,text-lesson,0,0,6,"column,heading,row,section,toggle",
3734,psiquiatria-audiocards,Psiquiatria Audiocards,3690,text-lesson,0,0,6,"column,heading,row,section,toggle",
3647,psiquiatria-medvoice,Psiquiatria Medvoice,2985,text-lesson,0,0,6,"column,heading,row,section,toggle",
4534,puericultura-simulados,Puericultura Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4460,puerperio-simulados,Puerpério Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4273,queimados-simulados,Queimados Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
645,questions-page-blank,Question Page Blank,219,text-lesson,0,0,2,"column,heading,row,section,toggle",
4537,reanimacao-neonatal-simulados,Reanimação Neonatal Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4463,relacoes-uterofetais-simulados,Relações Uterofetais Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
1560,resumos,Resumos,174,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
3737,reumatologia-audiocards,Reumatologia Audiocards,3690,text-lesson,0,0,6,"column,heading,row,section,toggle",
3650,reumatologia-medvoice,Reumatologia Medvoice,2985,text-lesson,0,0,6,"column,heading,row,section,toggle",mixed-toggle-types:1link+5prose
7310,revalida-curso,Revalida Curso,0,text-lesson,0,0,19,"button,column,heading,icon,image,row,section,text,toggle",
4308,revalida-up,Revalida Up,3018,text-lesson,0,0,6,"column,heading,row,section,text,toggle",
4466,rotura-prematura-de-membranas-simulados,Rotura Prematura de Membranas Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4382,sangramento-uterino-anormal-simulados,Sangramento Uterino Anormal Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3754,saude-coletiva-audiocards,Saúde Coletiva Audiocards,3690,text-lesson,0,0,10,"column,heading,row,section,toggle",
3682,saude-coletiva-medvoice,Saúde Coletiva Medvoice,2985,text-lesson,0,0,8,"column,heading,row,section,toggle",mixed-toggle-types:1link+7prose
4540,sepse-neonatal-simulados,Sepse Neonatal Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4470,sifilis-na-gestacao-simulados,Sífilis na Gestação Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
134,simulados,Simulados,0,text-lesson,0,0,6,"column,heading,row,section,toggle",
3899,sindrome-coronariana-aguda-simulados,Síndrome Coronariana Aguda Simulados,3842,text-lesson,0,0,2,"column,heading,row,section,toggle",
4126,sindrome-de-guillain-barre-simulados,Síndrome de Guillain-Barré Simulados,3869,text-lesson,0,0,2,"column,heading,row,section,toggle",
3990,sindrome-do-intestino-irritavel-simulados,Síndrome do Intestino Irritável Simulados,3852,text-lesson,0,0,2,"column,heading,row,section,toggle",
4385,sindrome-dos-ovarios-policisticos-simulados,Síndrome dos Ovários Policísticos Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4084,sindrome-nefritica-simulados,Síndrome Nefrítica Simulados,3865,text-lesson,0,0,2,"column,heading,row,section,toggle",
4087,sindrome-nefrotica-simulados,Síndrome Nefrótica Simulados,3865,text-lesson,0,0,2,"column,heading,row,section,toggle",
4473,sindromes-hemorragicas-da-gestacao-simulados,Síndromes Hemorrágicas da Gestação Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4476,sindromes-hipertensivas-na-gestacao-simulados,Síndromes Hipertensivas na Gestação Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4417,sus-historico-principios-e-diretrizes-simulados,"SUS: Histórico, Princípios e Diretrizes Simulados",3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3902,tamponamento-cardiaco-simulados,Tamponamento Cardíaco Simulados,3842,text-lesson,0,0,2,"column,heading,row,section,toggle",
3905,taquiarritmias-simulados,Taquiarritmias Simulados,3842,text-lesson,0,0,2,"column,heading,row,section,toggle",
4546,taquipneia-transitoria-do-recem-nascido-simulados,Taquipneia Transitória do Recém-Nascido Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4275,tec-simulados,TEC Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4066,tetano-simulados,Tétano Simulados,3862,text-lesson,0,0,2,"column,heading,row,section,toggle",
3974,tireotoxicose-simulados,Tireotoxicose Simulados,3849,text-lesson,0,0,2,"column,heading,row,section,toggle",
4549,torchs-simulados,TORCHS Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4479,toxoplasmose-na-gestacao-simulados,Toxoplasmose na Gestação Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4170,transtorno-de-ansiedade-simulados,Transtorno de Ansiedade Simulados,3876,text-lesson,0,0,2,"column,heading,row,section,toggle",
4173,transtorno-de-humor-simulado,Transtorno de Humor Simulado,3876,text-lesson,0,0,2,"column,heading,row,section,toggle",
4167,transtornos-alimentares-simulados,Transtornos Alimentares Simulados,3876,text-lesson,0,0,2,"column,heading,row,section,toggle",
4280,trauma-atendimento-inicial-e-vias-areas-simulados,Trauma - Atendimento Inicial e Vias Áreas Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4286,trauma-de-torax-simulados,Trauma de Tórax Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4283,trauma-osteomielite-simulados,Trauma - Osteomielite Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4277,trauma-raquimedular-simulados,Trauma Raquimedular Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4552,triagem-neonatal-simulados,Triagem Neonatal Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4152,tuberculose-simulados,Tuberculose Simulados,3872,text-lesson,0,0,2,"column,heading,row,section,toggle",
4289,tumor-de-pancreas-simulados,Tumor de Pâncreas Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4555,tumor-neuroendocrino-infantil-simulados,Tumor Neuroendócrino Infantil Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
3993,ulcera-peptica-e-h-pylori-simulados,Úlcera Péptica e H. pylori Simulados,3852,text-lesson,0,0,2,"column,heading,row,section,toggle",
4069,ulceras-genitais-ist-simulados,Úlceras Genitais - IST Simulados,3862,text-lesson,0,0,2,"column,heading,row,section,toggle",
3908,valvopatias-simulados,Valvopatias Simulados,3842,text-lesson,0,0,2,"column,heading,row,section,toggle",
4203,vasculite-de-pequenos-vasos-simulados,Vasculite de Pequenos Vasos Simulados,3879,text-lesson,0,0,2,"column,heading,row,section,toggle",
3952,ventilacao-mecanica-simulados,Ventilação Mecânica Simulados,3859,text-lesson,0,0,2,"column,heading,row,section,toggle",
4423,vigilancia-epidemiologica-simulados,Vigilância Epidemiológica Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4482,vitalidade-fetal-simulados,Vitalidade Fetal Simulados,3836,text-lesson,0,0,2,"column,heading,row,section,toggle",
4420,testes-diagnosticos-simulados,Testes Diagnósticos Simulados,3836,navigation-toggle,0,0,2,"column,heading,row,section,toggle",
1614,cardiologia,Cardiologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2803,cardiologia-formula,Cardiologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
1656,cardiologia-resumos,Cardiologia Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3842,cardiologia-simulados,Cardiologia Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
421,ciclo-menstrual,Ciclo menstrual,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
290,dermatologia,Dermatologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2847,dermatologia-formula,Dermatologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
1605,dermatologia-resumos,Dermatologia Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3846,dermatologia-simulados,Dermatologia Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
432,doencas-da-mama,Doenças da mama,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
517,doencas-exantematicas,Doenças exantemáticas,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
521,doencas-respiratorias-do-periodo-neonatal,Doenças respiratórias do período neonatal,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
1700,emergencia,Emergência,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2873,emergencia-formula,Emergência Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
295,emergencia-resumos,Emergência Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3859,emergencia-simulados,Emergência Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2141,endocrinologia,Endocrinologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2892,endocrinologia-formula,Endocrinologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
310,endocrinologia-resumos,Endocrinologia Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3849,endocrinologia-simulados,Endocrinologia Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
525,febres-sem-sinais-de-localizacao,Febres sem sinais de localização,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
2292,gastroenterologia,Gastroenterologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2921,gastroenterologia-formula,Gastroenterologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
313,gastroenterologia-resumos,Gastroenterologia Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3852,gastroenterologia-simulados,Gastroenterologia Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2318,hematologia,Hematologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2946,hematologia-formula,Hematologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
316,hematologia-resumos,Hematologia Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3855,hematologia-simulados,Hematologia Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
458,hemorragia-puerperal,Hemorragia puerperal,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
461,hemorragias-da-1-semana-da-gestacao,Hemorragias da 1 semana da gestação,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
465,hemorragias-da-2-semana-da-gestacao,Hemorragias da 2 semana da gestação,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
468,hiv-e-gestacao,HIV e gestação,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
2354,infectologia,Infectologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3054,infectologia-formula,Infectologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
322,infectologia-resumos,Infectologia Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3862,infectologia-simulados,Infectologia Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
439,infertilidade,Infertilidade,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
536,ivas,IVAS,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
1116,nefrologia,Nefrologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3105,nefrologia-formula,Nefrologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
325,nefrologia-resumos,Nefrologia Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3865,nefrologia-simulados,Nefrologia Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
2234,neurologia,Neurologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3147,neurologia-formula,Neurologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
328,neurologia-resumos,Neurologia Resumos,1560,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3869,neurologia-simulados,Neurologia Simulados,3836,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
825,new-page-name-paste-here,NEW PAGE NAME PASTE HERE,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
829,paste-page-name-here,PASTE PAGE NAME HERE,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",blurb-cards-links-not-set-incomplete
2199,pneumologia,Pneumologia,261,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
3182,pneumologia-formula,Pneumologia Formula,2792,blurb-nav-hub,0,0,0,"blurb,column,heading,row,section",
